ID,前文,題幹,選項1,選項2,選項3,選項4
9272537,"A：過年的時陣若食傷濟的款，體重加袂少。是按怎你袂大箍咧？敢是攏食少少？
B：我仝款照常食啊，毋過我認為若想欲有好身材就愛定定運動。我興泅水，一改會當連紲來回泅幾百公尺無問題。我逐工攏愛泅至少一點鐘久才會停。我嘛佮意戶外運動，加曝日頭身體嘛會較勇健。有當時我嘛會去拍排球，去走走咧真爽快嘛袂䆀。逐工攏拍派鍛鍊，一定會有好的成果。",這个人維持身材的方法是啥物？,食較少咧,做室內活動,逐工攏有運動,逐工走
9282537,摩洛哥位踮北非，佇摩洛哥有世界有名的撒哈拉沙漠遊團，嘛會當騎駱駝欣賞沙漠風光景色，眼前所看著的全全是紅色的沙漠，有真濟電影的場景攏佇撒哈拉沙漠遮翕的。嘛會當佇撒哈拉沙漠的帆厝內底過暝，猶毋過愛注意的是，日時仔的撒哈沙漠日頭真炎，愛戴帽仔佮穿長手䘼的衫褲來閘日；暗暝的時陣會變的足冷的，風真透，愛注意保暖。,沙漠是按怎？,日時佮暗暝攏足熱的。,日時因為足熱，所以穿短䘼嘛無要緊。,暗時的撒哈拉沙漠愛穿較濟咧。,撒哈拉沙漠內底無帆厝。
9292537,"A：以早我感覺畫油畫誠困難，但是實際學習了後，發現應該愛冗早來學的。
B：你竟然佮阮女朋友講仝款的話呢!!伊一直講藝術就是生活，生活就是一幅油畫，所以伊足佮意透過畫油畫來表達伊的生活。",請問兩个人的對話當中，對油畫的看法，佗一項正確?,油畫無好學，所以曷著了時間去學?,油畫袂歹學，毋過毋免傷早學,油畫是一門藝術而且會當用來表達生活。,無愛相信講油畫竟然佮生活有關係
9302537,"男：西方人敢毋是攏真開放？
女：無一定喔，我頂擺去美國旅遊的時，有的人猶真保守呢。
男：莫怪，我佇旅途當中熟似一个查某囡仔。
女：哇！八卦來矣！
男：唉你聽我講，我問伊佇佗位上班，伊竟然講我問傷濟矣。
女：你無代無誌問一个生份人的職業欲創啥？
男：就好奇啊！
女：美國人是足重視個人隱私的呢",請問查某囡仔認為西方人按怎？,無佮意別人干涉私生活,對任何話題攏真有興趣,毋驚佮生份人開講,攏足保守的
9312537,劉姥姥因為看著窗仔門跤的桌仔囥筆硯，閣看著冊櫥頂囥滿滿的冊，劉姥姥講：「這一定是佗一位公子的冊房？」賈母笑笑比黛玉，講：「這是我這个外孫女的房間。」,請問根據這段文章，佗一个選項是毋著的？,黛玉愛讀冊,黛玉定定寫字,黛玉是查埔的,賈母是黛玉的阿媽
9322537,佇人慣勢透過網路下載盜版音樂了後，愈來愈無欲開錢買專輯，唱片業受著極大的打擊。為著反制，唱片業者佇網路共音樂作品公開，期待減少盜版音樂的下載量。閣佮流平台嘛綴咧出現，干焦付一筆錢，就會當享受濟濟正版音樂，嘛袂有實體專輯來鎮位。,請問文章主題是啥物？,網路頂的資源豐富,唱片公司佮歌手的合約,違法的音樂嚴重,正版音樂對盜版音樂的反制
9332537,這馬愈來愈濟人選擇佇美國家己駛車旅遊，佮坐飛行機和火車相比，稅車是共等車的時間省起來，閣較好按算當時到位，不而過稅車的所費較傷重，三、四个人做伙分伻是上好的狀況，若是一个人旅行，就無啥建議。出國進前佇國內共國際駕照辦予好，佇外國才有家己駛車旅遊的美好經驗。,請問家己駛車旅遊的好處有啥物?,免駕照就會當稅車,一个人稅車嘛足會和的,去到國外才閣辦駕照就會使矣,毋免等待登機
9342537,"弟：阿姊你哪會無閣接病院的拍工？
姊：自從著傷了後，我就無遐爾愛拍工矣。
弟：喔！你今年年頭的彼改跤踏車意外著傷了足嚴重。毋過身體敢毋是好矣？
姊：都車禍挵斷去的前齒猶未去補。經過彼改意外了後，我感覺身體上要緊，趁錢顛倒排第二。
弟：看起來你心理、生理攏猶未完全恢復咧！",阿姊是按怎矣？,以前到今攏足愛拍工趁錢。,捌發生過嚴重的跤踏車意外。,挵斷去的前齒已經補好矣。,已經行出跤踏車意外的疼痛。
9352537,"男：最近生理按怎？
女：無蓋好。
男：敢是衫仔褲賣了傷貴？
女：敢是？凡勢是天氣的關係喔？
男：今年寒人有影無成寒人，你看連你都猶閣咧穿短䘼仔咧。
女：是啊，所以遮寒人的衫根本都賣袂出去。",是按怎這个小姐的生理無好？,這位小姐穿短䘼的衫。,人客無需要寒人的衫。,這位先生無去共這个小姐買衫。,人客嫌衫貴。
9362537,"女：健康中醫診所你好！
男：小姐你好，我欲掛號。
女：請共你的病歷號碼報予我。
男：我是頭擺掛號。
女：若是初診愛現場掛號喔！
男：好，我欲問劉妙手醫師當時會來？
女：劉醫師的時間是拜二、拜三的下晡佮拜五的暗時仔，共你掛拜三下晡敢好？
男：拜三下晡我袂使呢，拜五暗敢會使？
女：拜五暗目前是滿的，若是欲拜五下晡，愛兩禮拜後才有時間。抑是你欲看覓別的醫師。彼位張回春醫師嘛真袂䆀，伊是拜三佮拜四暗時仔。",請問以下的描述佗一个正確？,劉妙手醫師拜四暗時會使看診,劉妙手醫師拜三下晡會當看診,張回春醫師拜四下晡會當看診,張回春醫師拜三下晡會當看診
9372537,"查某囝：阿爸，啥物是「六度」﹖敢是咧講溫度賰六度爾，所以感覺真寒？
阿爸：我來看冊內底是按怎講的？這規本冊是咧講佛陀修行的故事。佇這本冊內底「六度」佮溫度完全無關係。
查某囝：所以「六度」是啥咧？
阿爸：我看覓咧！故事有講著講佛陀捌修苦行，閣講菩薩道愛實行「六度」。
查某囝：到底「六度」是啥？
阿爸：冊內底講「六度」是指佈施、持戒、忍辱、精進、禪定、智慧。
查某囝：啊是按怎菩薩愛學習「六度」咧？
阿爸：這我嘛毋捌，咱做伙來去問老師。",請問佗一个是查某囝對「六度」的認知﹖,「六度」是指溫度。,「六度」佮溫度完全無關係。,冊內底有講著學菩薩道愛實行「六度」。,忍辱包含佇「六度」當中。
9382537,"男：寶萊塢的電影攏誠趣味，逐改臺灣有放影寶萊塢的電影我一定會買票入場去看。
女：毋過咱頭拄仔看的電影毋是寶萊塢的電影。
男：咱頭拄仔看的電影應該是印度片啊？
女：毋是所有印度的電影攏是寶萊塢的片，印度猶有塔萊塢和康萊塢，使用印度各地無仝的方言。
男：原來如此，是我誤會矣。",請問這位先生是按怎矣？,伊熟似所有印度電影,伊愛看好萊塢電影,伊會去印度看電影,伊叫是所有印度電影攏對寶萊塢來
9392537,《神力女超人》是二空一七年放送的超級英雄電影，描繪女主角按怎面對殘酷的戰爭，順紲走揣家己路程的故事。這齣電影得著美國查某導演佇放送第一禮拜票聲上讚的紀錄，嘛是英雄起源電影的票聲紀錄保持者。美國電影學會認為《神力女超人》是彼冬十齣上重要電影之一。,請教《神力女超人》得著啥物款評價？,二空一七年上重要的十齣電影之一,創造查埔導演的票聲紀錄,男主演得著最佳男主角獎,予人認為是上蓋詼諧的喜劇片
9402537,"男：進前去摩洛哥旅遊，才知影原來毋若法國人會食露螺，摩洛哥人嘛會。
女：所以你敢有食？
男：當然喏，氣味袂䆀。毋過和法國人的做法無仝款，摩洛哥人會先共露螺煮做湯，了後才囥真濟搵料佮芳料落去煮。",這段對話講著啥物？,這个查某感覺食露螺足恐怖的。,這个查埔無食摩洛哥的露螺料理。,法國佮摩洛哥料理露螺的方式相仝。,這个查埔感覺摩洛哥的露螺料理誠好食。
9412537,"小花：「小玉，老師拄才講的張良的故事，你敢會記得？」
小玉：「我會記得，我講予你聽。一个老人予張良共伊鬥抾鞋仔。閣愛張良共伊穿鞋。」
小花：「我想起來矣，所以老人愛張良隔轉工來，伊欲送好空的予伊。」
小玉：「著，一直到第三工，張良總算比老人較早到，老人才送一本冊予張良，閣共交代轉去愛好好仔共這本冊讀予透，伊將來就通去共皇帝做軍師矣。」",請問老人愛張良去抾啥？,冊,鞋,紙票,武器
9422537,電影導演是電影的靈魂人物，雖然導演毋免熟手電影所需要的各種專業技術，比如製片、攝影、燈光、後期特效等等，毋過導演愛會曉共遮的無仝的領域整合起來，閣結合演員專業的肢體佮情緒表現，共劇本佮劇本所欲傳達的故事內涵呈現予觀眾。,請根據文章，選出正確的答案。,電影導演需要精通各種專業技術,一齣好電影需要一个好導演,一部電影無導演嘛無要緊,電影干焦需要演員
9432537,"查埔：聽講你後個月欲去上海是無？
查某：嘿啊，欲佮朋友做伙來去𨑨迌。
查埔：按呢你愛穿予燒喔。
查某：免煩惱啦，我有攢足濟擋寒的衫仔褲矣。",根據對話，會當知影𪜶咧講啥物？,上海這馬咧落雪,後個月𪜶欲鬥陣去上海,上海可能無咧賣衫,上海下個月可能會足寒的
9442537,民國4年，參與制定《中華民國森林法》的森林學者凌道揚，想講彼陣仔國家林業衰微，內山遐「一山過一嶺，一四界攏是焦疕疕的𣮈頭山」，就按呢開始宣傳伊所提倡的「森林救國論」。凌道揚、韓安及卵義理（JosephBailie）這寡森林學者，做伙共袁世凱的北洋政府陳情，建議農商總長張謇愛學美國，推行救國的「種樹仔節」。,請問臺灣的山坡地濫糝剉樹仔開墾，佮百年前凌道揚所描述的「一山過一嶺，一四界攏是焦疕疕的𣮈頭山」，差偌濟？,無偌濟,有夠濟,無法度比並,若仝閣若無仝
9452537,"男：你好，頭擺見面，誠歡喜佮你熟似。
女：我嘛是，請你指教，我對日本來，你咧？
男：我是台灣人，誠歡喜熟似你。日本是足媠的國家，我不時去日本旅行，親像東京、北海道、okinawa我攏去過。今年三月我嘛按算佮厝裡的人做伙去大阪𨑨迌。
女：多謝你佮意日本！聽講台灣有足濟好耍的所在，我捌去草山，有人紹介我去野柳、太魯閣、墾丁遮的出名的所在𨑨迌。
男：歡迎！歡迎！假使你無棄嫌，我足願意𤆬你遊台灣。",請問下底佗位毋是這位小姐紲落來按算欲𨑨迌的所在？,草山。,野柳。,太魯閣。,墾丁。
9462537,黛玉從往過就捌聽阿母講，「有一个內姪，喙含玉仔來出世，個性夭壽仔蠻皮，無愛讀冊，上興佮查某囡仔咧米糕𣻸，外媽閣誠寵倖，無人敢管伊。」今聽著王夫人一下講，就知影是這个表兄，伊就那笑那應講：「阿妗所講的，敢是彼个含玉仔來出世的兄哥？佇厝裡的時會記得阿母定定咧講，這个阿兄加我一歲，小名號做寶玉，雖罔個性戇直孽潲，對待姊妹仔煞是不止仔好。何況我來矣，當然佮姊妹仔蹛仝所在，兄弟仔是蹛另院另房，盍會有相汰歹的代誌？」王夫人笑笑仔講：「你毋知影原因。伊佮別人無仝款，自細漢因為老太太疼痛伊，加上佮姐妹仔鬥陣攏真嬌生慣養。姊妹仔若毋插伊，伊顛倒會較恬靜；萬不二姐妹仔若佮伊加講一句仔，伊歡喜到地，就會舞足濟齣頭出來。」,王夫人希望黛玉按怎對待寶玉？,寵倖伊,莫插伊,加共管教,加佮伊話仙
9472537,中國傳統文人攏有這款毛病，就是欠運動。毋過正港的讀冊人，並毋是干焦會曉讀冊，像孔子就會曉禮、樂、射、御、書、數，毋但注重文德抑無偏廢武事。人若長期坐咧冊桌仔頭前，身體自然無好，若手無縛雞仔的力，袂堪得風吹的白面書生上好控制，所以有：「秀才造反，三年袂成」的俗諺。,是按怎秀才造反，三年袂成？,無咧運動，體力䆀。,孔子的教示。,干焦注重武事。,無企圖心。
9482537,"查埔：拄才的電影誠好看，動作戲足刺激的，我看甲攏袂記得欲食磅番麥矣。
查某：動作戲有影拍甲真讚，毋過，劇情我感覺傷過硬拗矣，是按怎反角者一直欲放過主角咧？
查埔：規欉好好─無錯，但是這个系列的電影上主要的毋是劇情，宣傳方面嘛是開錢落重本來起做戰鬥的景，遮的對我來講就有夠矣。
查某：希望這系列的電影後擺會當佇戲齣內容加用寡心思。",請問這是一部啥物款的電影？,劇情周密的偵探片,刺激的動作片,纏綿哀怨的愛情片,驚人的恐怖片
9492537,病人(女)：先生，我的胃到底是按怎？先生：你飲食的習慣無好，消化的功能出問題矣。病人：按呢我欲按怎？先生：我先開三工的藥仔，閣愛注意食食的習慣。食物佇漢人傳統的觀念內底，毋但是食飽，嘛有誠厲害的治療作用。病人：為啥物？先生：因為食物會使提供營養佮特定的維生素。尤其是佇固定的節氣配搭食材食補，不只是合時的美味，對身體嘛有幫助。,請問先生予病人的建議是啥？,先食藥仔才食飯,注意睏眠的習慣,會使照季節食補,減食合時的美味
