漢字,華語
阿芬共臭礬囥佇衫櫥內，按呢虼蚻才袂走入去。,阿芬將樟腦丸放在衣櫥裡，這樣蟑螂才不會跑進去。
落遐大的雨閣拄著滇流，莫怪會做大水。,下那麼大的雨又適逢漲潮，難怪會釀成水災。
阮細漢的今年欲讀大學矣。,我們家老么今年要上大學了。
這个人明明都做人的細漢的爾爾，煞有夠囂俳呢。,這個人明明是做人的小弟而已，卻十分囂張。
阮遮的人較早攏坐竹棑仔過溪，有的人會用船篙撐，有的人會用船桮划。,我們這裡的人以前都坐竹筏渡河，有些人會用船篙撐，有些人會用船槳划。
真濟庄跤人為著生活，來佇都市趁食。,很多鄉下人為了生計，來到都市賺錢過活。
因為我惜皮驚疼，閣煩惱空喙會患動孵膿，毋才袂愛烏白去外口貫耳。,因為我很怕疼，又擔憂傷口會發炎化膿，所以不喜歡隨意去外面穿耳洞。
頂回去買物件無紮錢，佳哉頭家肯予我賒。,上回去買東西沒帶錢，幸好老闆肯讓我賒帳。
頂改差你五百箍，這馬還你。,上次欠你五百元，現在還你。
𪜶兜今仔日鬧熱滾滾，規家伙仔閣穿甲媠噹噹，毋知有啥物喜事？,他們家今天熱鬧異常，又全家人都穿得漂漂亮亮的，不知道有什麼喜事？
人散食免失志，拍拚才會出頭天。,人貧窮不用灰心喪志，努力才能出人頭地。
猴死囡仔，你哪會閣共玻璃掔破去！,兔崽子，你怎麼又把玻璃打破了！
921彼擺塗牛翻身，幌甲真嚴重，連臺北的大樓都搖甲倒去。,921那次地震，搖得很嚴重，連臺北的大樓都震垮了。
牆圍仔破一空，這塊磚仔拄好通提來塌縫。,圍牆破了一個洞，這塊磚頭正好可拿來填補。
阮這擺的旅行團都猶有一个位，你的都合若會拄好就招你來塌縫。,我們這次的旅行團還有一個名額，你的時間如果湊巧就找你來填補空缺。
出痲仔,出痲疹
外口風透，偝囡仔出門愛幔一領幔被仔，較袂予囡仔寒著。,外面風大，揹小孩子出門要蓋一條薄被，才不會讓小孩子著涼。
細漢的時陣，我會共幔被仔幔佇身軀頂來咧搬歌仔戲演小旦。,小時候，我會把薄被披在身上扮演歌仔戲裡的小旦。
今仔日天氣較秋凊，欲睏晝著會記得幔被仔小蓋咧。,今日天氣比較涼爽，要睡午覺得記得蓋上小毯子。
廟口的榕樹跤不時都有一寡人佇遐泡茶、開講。,廟口的榕樹下經常都有一些人在那裡泡茶、聊天。
伊定定佇電視節目講耍笑，足好笑的。,他常常在電視節目說笑話，非常好笑。
你莫閣講耍笑矣，若無阮某真正掠準我有著頭獎。,你不要再開玩笑了，否則我太太真的以為我中了頭獎。
這間冰店攏用在地清氣的山泉水佮各種口味的果子來做霜仔枝。,這家冰店都用在地乾淨的山泉水及各種口味的水果製作冰棒。
伊傷過抾拾，明其都無路用的物件，嘛毋甘擲捒。,他很節儉，明明沒有用的東西，也捨不得丟棄。
囡仔豚當咧轉成，莫怪一頓食幾若碗飯。,青少年正在發育，難怪一餐吃好幾碗飯。
囡仔豚轉成變大人矣。,青少年發育成長轉變為成人了。
襟胸的油質較低，閣有豐富的卵白質，是真濟選手運動了後的食物選擇。,雞胸肉的油質較低，且有豐富的蛋白質，是很多選手運動之後的食物選擇。
因為骿支骨噗起來，若親像雞的襟胸，所以醫生共這種病號做襟胸。,因為肋骨突起，像雞的胸部，所以醫生把這種病稱做雞胸。
騙痟的！騙人攏毋捌出過社會。,騙鬼！騙人都沒出過社會。
臺灣熱人出產真濟芳甜的果子，譬論檨仔、荔枝佮芳瓜。,臺灣在夏天出產很多香甜的水果，例如芒果、荔枝和香瓜。
阮老爸咧做義警，倚年的前後一月日常在愛佇阮這里遮鬥顧更。,我父親做義警，年節前後一個月常常要在我們這一里幫忙夜間巡守。
較早作田人攏放伴割稻仔，人若來鬥相共，愛攢三頓佮點心予人食，閣袂使驚人大食。,從前農人都輪流協助割稻子，人家如果來幫忙，要準備三餐跟點心給人家吃，還不能怕人家食量大。
巷仔頭的阿婆有飼一隻土狗仔，看著誠歹。,巷口的阿婆養了一隻土狗，看起來很兇的樣子。
感謝恁今仔日的招待，後回來阮遐就予我請。,感謝你們今日的招待，下次到我們那裡就讓我請客。
早市的生理極加是做到九點爾爾，欲賣遮的菜著緊來去才會赴市，若無就愛留咧家己食。,早市的生意頂多是做到九點而己，要賣這些菜得快點去才趕得上，要不然就得留著自己吃了。
你這馬看著高麗菜的價數好，才欲攢落去種，敢會赴市？,你現在看到高麗菜的價格好，才想要準備去栽種，哪趕得上時機呢？
一百箍通買遐大堆，算誠會和。,一百元能買那麼多，真划算。
我上愛食巷仔口阿婆咧賣的米血，食著芳閣𩚨。,我最喜歡吃巷子口婆婆在賣的豬血糕，吃起來香噴噴又有嚼勁。
啉甲起酒痟的阿義，規暝佇巷仔口唏嚇叫，聽候警察來矣，人煞走甲無看見影。,到發酒瘋的阿義，整晚在巷口大呼小叫，等到警察來了，他卻一溜煙逃到沒看見人影。
外口規大陣人佇遐唏嚇叫，到底是發生啥物代誌？,外頭一大群人在那裏喧嘩吵嚷，到底是發生什麼事情？
天氣遐漚翕，覕佇房間吹冷氣上好啦。,天氣悶熱難耐，躲在房間吹冷氣最棒啦。
叫伊落雨天莫出門，伊干仔欲，實在無伊法。,叫他下雨天不要出門，他偏偏要去，真拿他沒辦法。
𪜶阿母叫伊愛加食寡果子佮菜蔬，伊干仔毋。,他媽媽叫他要多吃些水果跟青菜，他偏偏不要。
牛犅𨂿會損蕩柑仔欉、柳丁欉、檸檬欉佮木瓜欉等果子欉。,天牛會危害橘子、柳丁、檸檬和木瓜樹等果樹。
伊大學出業了後，佇厝裡誠拚勢讀冊，無偌久就考牢司法官，這陣出腳矣。,他大學畢業後，在家很努力讀書，沒多久就考上司法官，現在可說是出人頭地了。
伊讀冊的時不時偷走學，予爸母、老師真頭疼。,他上學的時候經常逃學，讓父母、老師很頭痛。
膨紗衫過洗了後，加減會倒勼寡。,毛線衣洗過以後，多少會縮水一些。
食老身懸煞倒勼。,年紀大了身高卻變矮了。
做代誌愛有頭有尾，袂使拄著歹撚的工課，就隨欲倒勼轉來。,做事情要有始有終，不能遇到困難的事情，就馬上想退縮回來。
伊這站當咧拔骨，大甲有看著。,他這陣子在發育，明顯長高了許多。
毋通提你的過去出來品捧，無人會相信你。,不要拿你的過去出來誇耀，沒有人會相信你的。
伊品捧家己有偌好額拄偌好額，根本都無影。,他吹牛自己多麼地有錢，根本都是假的。
伊靠祖公仔屎過日，攏免討趁。,他依靠祖產生活，都不必工作賺錢。
石滬利用飽流、洘流掠海產，予魚蝦會得入來，袂得出去。,石滬利用漲退潮捕獲海產，讓魚蝦進得來，出不去。
伊拄學電腦的時鈍跤鈍手，不而過這馬已經學甲真老矣。,他剛學電腦時笨手笨腳的，不過現在已經學得非常熟練了。
伊中風了後就鈍跤鈍手，行動真無方便。,他中風以後手腳就不俐落，行動很不方便。
爸母攏無希望囡仔佇外口佮人結嚾結黨。,父母都不希望小孩在外面跟別人成群結黨。
今年咱種的果子都攏採收矣，準若風颱來嘛無要緊。,今年我們種的水果已經都採收了，倘若颱風來了也不要緊。
準講是伊來，我嘛無咧共信篤。,就算是他來，我也不將他放在眼裡。
伊這幅圖捌佇國際比賽著等過，提著第六名。,他這幅畫曾於國際比賽得過名次，獲得第六名。
這改的國際標準舞比賽，伊有著等，毋但有獎牌閣有獎金一百萬。,這次的國際標準舞比賽，他獲獎了，不只有獎牌還有獎金一百萬。
狗蟻足脆命，無細膩就予人踏死。,螞蟻很容易死掉，一不小心就會被踩死。
伊彼工騎鐵馬去挵著電火柱，醫生仙救都救袂轉來，實在有夠脆命。,他那天騎腳踏車撞到電線桿，醫生怎麼救都救不回來，生命實在很脆弱。
你共私奇攏囥踮厝裡，萬不二若著賊偷欲按怎？,你把私房錢都放在家裡，萬一遭小偷怎麼辦？
現此時欲買鹹水貨加誠利便。,現在想要買舶來品方便多了。
雄雄一陣對面風搧來，害我強欲徛袂在。,猛然一陣迎面風吹過來，害我差點站不穩。
騎鐵馬的時若拄好搪著咧透對面風，有影誠食力！,騎腳踏車的時候如果正好遇到逆風，的確很費力氣！
伊寫功課緊跤緊手，逐擺攏是頭一个完成的。,他寫作業敏捷快速，每次都是第一個完成的。
窮真是你毋著，生成愛去共伊會失禮。,歸根究柢是你錯了，當然要去跟他說聲道歉。
三月痟媽祖，一四界的媽祖宮攏鬧熱滾滾。,三月瘋媽祖，各地的媽祖廟都非常熱鬧。
臺灣規年迵天攏看會著大紅花。,臺灣一整年都看得到扶桑花。
圓仔花毋知䆀，大紅花䆀毋知。,比喻人不知自己的短處，還到處炫耀。
一般來講，查埔囡仔轉大人的時會變聲，是因為頷珠開始發育矣。,一般來說，男孩子在青春期會變聲，是因為喉結開始發育了。
手面去洗洗咧，通好食飯。,手和臉去洗一洗，以便吃飯。
今開始食頭路矣，月給著愛儉一寡仔起來通好娶某。,現在開始工作了，薪水得存一些起來以便結婚。
逐家攏莫插伊，伊就變無撚。,大家都不理他，他就沒戲唱了。
咱人總是想欲預測當時會大地動，毋過到今猶是變無撚。,我們人類總是想預測何時會大地震，不過至今仍是沒有辦法。
桑椹會使通血路，促進胃腸運動，改善祕結。,桑椹可以活血，促進胃腸蠕動，改善便秘。
六月天講咧落大雪，實在誠有局。,六月的大熱天竟在下大雪，實在很有趣。
頭擺露營誠有局，毋但暗時欲蹛的布棚愛家己搭，煮食嘛愛先學會曉燃柴起火。,第一次露營很有意思，不但要自己搭建晚上住的帳篷，烹飪也要先學會燒柴生火。
用鹹草織的大甲蓆，睏著軟略閣袂翕熱，品質真讚！,用藺草編織的大甲草蓆，睡起來柔軟又不悶熱，品質很棒！
伊做茶米的中盤欲成十冬矣。,他從事茶葉的中盤生意快十年了。
以早蹛山邊的人，著愛鬥水筧引山水入來厝裡。,以前住山區的人，需要裝設水管引山泉水進來家裡。
咱明仔載欲上台表演，定著袂使失氣。,我們明天要上台表演，千萬不要出洋相。
阮母仔真儼硬，毋但洗衫、煮飯、飼精牲仔，嘛愛佈田、挲草、鬥割稻仔，逐項都做甲齊著。,我母親很堅強，不但得洗衣服、煮飯、餵雞鴨，也要幫忙種田、鋤草、割稻子，樣樣都做遍了。
這件代誌佮伊無交葛。,這件事情和他沒關係。
𪜶翁仔某自離緣了後就無交葛矣。,他們夫妻從離婚後就沒有來往了。
這齣戲咧搬三代之間的感情交葛，予人看甲霧嗄嗄。,這部戲在演三代之間的感情糾葛，讓人看得摸不著頭緒。
石距是我上愛食的海味。,章魚是我最愛吃的海味。
這支刀仔利劍劍，細膩，毋通切著手。,這支刀子非常鋒利，小心手不要被割到。
狗母鮻誠少排佇魚架仔賣，上捷提來做魚丸、魚酥抑是魚拊。,狗母鮻很少直接擺在魚攤上販賣，最常拿來做魚丸、魚酥或魚鬆。
烏肉底的阿雪穿素色的衫，看著誠蔭肉。,皮膚黝黑的阿雪穿起素色的衣服，看起來皮膚的明亮度提高了。
𪜶兩同姒仔感情真峇，連顧囝都相放伴，嘛會相替換載囡仔去讀冊。,他們妯娌倆感情很親密，連照顧小孩子都互相協助，也會輪流載小孩子去上學。
關節炎若夯起來，骨目就會痠軟疼。,關節炎如果發作，骨節就會又痠又痛。
尿酸若躘懸，就較會著疼風，傷重的連骨節都變形去。,尿酸若飆高，很容易得到痛風，嚴重的話連關節都會變形。
網路頂有誠濟騙錢、拐人的術仔，咱著愛較斟酌咧。,網路上面有許多專門拐騙的痞子，我們要特別注意。
你這箍術仔，敢講毋敢做。,你這個懦夫，敢說不敢做。
換一領衫換規半晡，啊是當時才會當出門唅？,換一件衣服換了老半天，到底什麼時候才能出門呢？
我等規晡矣，伊猶未來。,我等了大半天了，他還沒有來。
早若知影會著賊偷，當初時就毋通共遮濟會仔錢留佇厝裡。,早知會遭小偷，當初就不該把這麼多互助會會錢留在家裡。
斯當時你若聽我的話，就袂舞甲遮爾歹收山。,那時你若聽我的話，就不會搞得這麼難以收拾。
公司接著一張大訂單，生產線趕貨趕甲無閒𩑾𩑾。,公司接到一筆大訂單，生產線趕貨趕到忙碌不堪。
𪜶老爸聽著好消息，笑甲喙仔裂獅獅。,他爸爸聽到了好消息，笑得合不攏嘴。
我明仔載歇假，欲來去𬦰山。,我明天放假，要去爬山。
舊曆過年有連紲一禮拜的歇假，阮規家伙仔欲來去環島旅行。,農曆過年有連續一個星期的休假，我們一家人要去環島旅行。
今仔日並昨昏較生冷，你欲去公園散步，著共袚巾幔佇肩胛頭才出門。,今天比昨天更冷，你想去公園散步，得把披肩披在肩膀上再出門。
農民足注意照時間共雞仔注預防射來防止𪜶著雞災。,農民很小心按時幫雞隻施打疫苗來防止牠們得禽流感。
宮廟做醮乞龜保平安的時，阿爸跋上濟桮，乞著彼隻上大隻的米龜。,廟宇建醮乞龜保平安的時候，爸爸擲最多聖筊，求得那隻最大的米龜。
彼張銀票毋但舊爾爾，閣皺襞襞，專拗痕。,那張鈔票不但舊而且皺巴巴的，很多摺痕。
伊已經予人縛咧矣，閣按怎滾躘嘛無效。,他已經被人綁住了，再怎麼翻滾掙扎也沒用。
